2023-09-26 13:00:28
x,y,image_filename,exposure_time,black_pixel_dwell_time
0.0,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.00015,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.0003,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.00045,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.0006,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.0007499999999999999,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.0009,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.00105,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.0012,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
0.0013499999999999999,0.0005,images/2D wide border (93 microns)/2Dtneg0.4.png,4.0,0.0003629764065335753
2023-09-26 13:01:21
x,y,image_filename,exposure_time,black_pixel_dwell_time
0.0,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.00015,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.0003,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.00045,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.0006,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.0007499999999999999,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.0009,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.00105,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.0012,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
0.0013499999999999999,0.00075,images/2D wide border (93 microns)/2Dtneg0.2.png,4.0,0.0003629764065335753
2023-09-26 13:02:10
x,y,image_filename,exposure_time,black_pixel_dwell_time
0.0,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.00015,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.0003,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.00045,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.0006,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.0007499999999999999,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.0009,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.00105,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.0012,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
0.0013499999999999999,0.001,images/2D wide border (93 microns)/2Dt0.png,4.0,0.0003629764065335753
2023-09-26 13:02:58
x,y,image_filename,exposure_time,black_pixel_dwell_time
0.0,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.00015,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.0003,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.00045,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.0006,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.0007499999999999999,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.0009,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.00105,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.0012,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
0.0013499999999999999,0.00125,images/2D wide border (93 microns)/2Dt0.2.png,4.0,0.0003629764065335753
2023-09-26 13:03:46
x,y,image_filename,exposure_time,black_pixel_dwell_time
0.0,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.00015,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.0003,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.00045,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.0006,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.0007499999999999999,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.0009,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.00105,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.0012,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
0.0013499999999999999,0.0015,images/2D wide border (93 microns)/2Dt0.4.png,4.0,0.0003629764065335753
2023-09-26 13:04:51
x,y,image_filename,exposure_time,black_pixel_dwell_time
0.00015,0.00175,images/2D wide border (93 microns)/2Dtneg0.4.png,5.0,0.00045372050816696913
0.0003,0.00175,images/2D wide border (93 microns)/2Dtneg0.4.png,5.0,0.00045372050816696913
0.00045,0.00175,images/2D wide border (93 microns)/2Dtneg0.4.png,5.0,0.00045372050816696913
0.0006,0.00175,images/2D wide border (93 microns)/2Dtneg0.4.png,5.0,0.00045372050816696913
0.0007499999999999999,0.00175,images/2D wide border (93 microns)/2Dtneg0.4.png,5.0,0.00045372050816696913
0.0008999999999999999,0.00175,images/2D wide border (93 microns)/2Dtneg0.4.png,5.0,0.00045372050816696913
0.00105,0.00175,images/2D wide border (93 microns)/2Dtneg0.4.png,5.0,0.00045372050816696913
